Date,Open,High,Low,Close,Volume,Ex-Dividend,Split Ratio,Adj. Open,Adj. High,Adj. Low,Adj. Close,Adj. Volume
2016-02-05,2.06,2.075,1.98,1.98,7914421.0,0.0,1.0,2.06,2.075,1.98,1.98,7914421.0
2016-02-04,2.06,2.17,2.03,2.09,8284838.0,0.0,1.0,2.06,2.17,2.03,2.09,8284838.0
2016-02-03,2.04,2.075,1.95,2.07,9978631.0,0.0,1.0,2.04,2.075,1.95,2.07,9978631.0
2016-02-02,2.11,2.14,1.96,1.99,11224069.0,0.0,1.0,2.11,2.14,1.96,1.99,11224069.0
2016-02-01,2.17,2.19,2.11,2.14,8816117.0,0.0,1.0,2.17,2.19,2.11,2.14,8816117.0
2016-01-29,2.09,2.2,2.07,2.2,11998088.0,0.0,1.0,2.09,2.2,2.07,2.2,11998088.0
2016-01-28,2.16,2.17,2.07,2.08,7118372.0,0.0,1.0,2.16,2.17,2.07,2.08,7118372.0
2016-01-27,2.08,2.18,2.07,2.13,10833249.0,0.0,1.0,2.08,2.18,2.07,2.13,10833249.0
2016-01-26,2.14,2.15,2.03,2.07,11097391.0,0.0,1.0,2.14,2.15,2.03,2.07,11097391.0
2016-01-25,2.01,2.15,2.01,2.12,13080926.0,0.0,1.0,2.01,2.15,2.01,2.12,13080926.0
2016-01-22,2.11,2.17,1.98,2.02,16245515.0,0.0,1.0,2.11,2.17,1.98,2.02,16245515.0
2016-01-21,1.82,2.18,1.81,2.09,26387931.0,0.0,1.0,1.82,2.18,1.81,2.09,26387931.0
2016-01-20,1.81,1.95,1.75,1.8,29243601.0,0.0,1.0,1.81,1.95,1.75,1.8,29243601.0
2016-01-19,2.08,2.11,1.9,1.95,18978876.0,0.0,1.0,2.08,2.11,1.9,1.95,18978876.0
2016-01-15,2.1,2.13,1.99,2.03,21199273.0,0.0,1.0,2.1,2.13,1.99,2.03,21199273.0
2016-01-14,2.29,2.35,2.21,2.21,15666568.0,0.0,1.0,2.29,2.35,2.21,2.21,15666568.0
2016-01-13,2.4,2.45,2.21,2.25,12749689.0,0.0,1.0,2.4,2.45,2.21,2.25,12749689.0
2016-01-12,2.4,2.46,2.28,2.39,17986135.0,0.0,1.0,2.4,2.46,2.28,2.39,17986135.0
2016-01-11,2.16,2.36,2.12,2.34,19629314.0,0.0,1.0,2.16,2.36,2.12,2.34,19629314.0
2016-01-08,2.36,2.425,2.1,2.14,31822424.0,0.0,1.0,2.36,2.425,2.1,2.14,31822424.0
2016-01-07,2.43,2.48,2.26,2.275,22203514.0,0.0,1.0,2.43,2.48,2.26,2.275,22203514.0
2016-01-06,2.66,2.71,2.47,2.505,23759374.0,0.0,1.0,2.66,2.71,2.47,2.505,23759374.0
2016-01-05,2.77,2.8,2.64,2.75,12972260.0,0.0,1.0,2.77,2.8,2.64,2.75,12972260.0
2016-01-04,2.77,2.82,2.63,2.77,32516771.0,0.0,1.0,2.77,2.82,2.63,2.77,32516771.0
